"","time","title"
"89",2021-08-25,"oil edges higher ahead of data expected to show drop in crude inventories"
"90",2021-08-25,"taking stock sensex, nifty end flat after hitting record highs oil gas, power stocks gain"
"91",2021-08-25,"dollar slips further as oil rallies, commodity currencies gain"
"92",2021-08-25,"indonesia seizes tanker wanted over cambodian oil heist"
"93",2021-08-25,"tokyo revengers 220 raw scans, spoilers, release date, predictions and more"
"94",2021-08-25,"one piece 1023 spoilers seemingly draw parallels between this powerful character and sun god nika"
"95",2021-08-25,"after turmoil at home, afghans in delhi grapple with safety and despair"
"96",2021-08-25,"oil edge lower after twoday rally on supply issues"
"97",2021-08-25,"crippled oil platform halts production worth nearly us 25 million a day"
"98",2021-08-25,"egypt allocates 41 million for petroleum sector"
"99",2021-08-24,"sp warns bhp oil and gas exit threatens its credit rating"
"100",2021-08-24,"oil extends gains on brighter demand outlook, mexico outages"
"101",2021-08-24,"emerging marketsrussian rouble leads currencies higher as oil rebounds"
"102",2021-08-24,"biome makers raises 15 million to become the 23andme of soil"
"103",2021-08-24,"petrol, diesel prices cut again as global oil rates soften"
"104",2021-08-24,"saudi nonoil exports up by 405 yearonyear in june to 62bn"
"105",2021-08-24,"fire at pemex offshore platform leaves five dead and cuts mexican oil output"
"106",2021-08-24,"campaigners push for just transition for uk oil workers"
"107",2021-08-24,"oil rises as full us clearance for covid19 vaccine stokes demand hopes"
"108",2021-08-24,"saudi arabias june oil exports rise 123 to over 16 bln"
"109",2021-08-24,"oil jumps as much as 6, snapping longest losing streak since 2019"
"110",2021-08-24,"one piece 1023 spoilers, raw scans, release date and more"
"111",2021-08-24,"stocks and oil rebound as investors seek bargains"
"112",2021-08-24,"oil regains ground iran restarts oil exports to afghanistan"
"113",2021-08-24,"wartornlibya needs 40 more oil output to ensure countrys reconstruction"
"114",2021-08-20,"us oil benchmark on track for nearly 8 weekly fall"
"115",2021-08-20,"canada stockstsx set to snap fourweek winning streak as oil tumbles"
"116",2021-08-20,"canada housing coming off the boil, but still on the burner reuters poll"
"117",2021-08-20,"crude oil prices dip over 7 this week on demand concerns, firm dollar wti trades near 63bbl"
"118",2021-08-20,"ril, igl and gujarat gas among preferred oil gas stocks by sharekhan"
"119",2021-08-20,"india reduces soyoil, sunflower oil import tax to calm prices"
"120",2021-08-20,"oil rises but set for 5 percent weekly drop as delta variant spreads"
"121",2021-08-19,"global marketsstocks mixed and oil continues slide as investors eye taper, delta"
"122",2021-08-19,"oil companies owe nigerian state agency 4 billion, minister says"
"123",2021-08-19,"oil slumps over 3, hits may lows as losses extend to a sixth day"
"124",2021-08-19,"copper and iron ore tumble as growth fears roil metals markets"
"125",2021-08-19,"costco shoppers see toilet paper, water disappear from store shelves amid shortages"
"126",2021-08-19,"oil prices tank, stocks sink on fed taper talk, delta fears"
"127",2021-08-19,"one piece 1022 teases kings mysterious origin spoilers"
"128",2021-08-19,"oil drops towards 66, lowest since may on demand concerns amid covid surge"
"129",2021-08-19,"why did previous attempts to boost domestic oil palm production fail"
"130",2021-08-19,"go to afghanistan for cheap oil bjp leaders retort to question on rising inflation"
"131",2021-08-19,"oil drops to below 66, lowest since may, on demand concerns"
"132",2021-08-19,"canada stockstsx falls for fifth day as delta variant weighs on oil"
"133",2021-08-18,"global marketsstocks slide, oil dips as fed eyes taper by yearend"
"134",2021-08-18,"oil futures decline, with us prices at their lowest finish since may"
"135",2021-08-18,"september wti oil falls 113, or 17, to settle at 6546bbl"
"136",2021-08-18,"explained what are oil bonds and are they to blame for high fuel prices"
"137",2021-08-18,"oil slides as us crude drawdown faces covid19 surge, firmer dollar"
"138",2021-08-18,"currencies, oil could feel the biggest impact of the us pivot from afghanistan to china and iran4 min read"
"139",2021-08-18,"currencies, oil could feel the biggest impact of the us pivot from afghanistan to china and iran"
"140",2021-08-18,"september wti oil down 88 cents, or 13, at 6570bbl"
"141",2021-08-18,"wti oil futures trade at intraday lows, on track for lowest finish since may"
"142",2021-08-18,"oil prices fall as us crude supplies decline as expected, but covid remains elephant in the room"
"143",2021-08-18,"cabinet approves new palm oil mission with msptype benchmark assured price"
"144",2021-08-18,"norways oil fund propelled to 9 return by strong equity performance"
"145",2021-08-18,"global marketsstocks, oil and forex steady ahead of us fed minutes"
"146",2021-08-18,"india begins selling crude oil from strategic reserves in monetisation push"
"147",2021-08-18,"union cabinet okays rs 11,040cr national mission on edible oilsoil palm"
"148",2021-08-18,"ifci moves nclt against videocon debt resolution, wants oil assets included"
"149",2021-08-18,"cabinet approves rs 11,400cr national mission on edible oilsoil palm"
"150",2021-08-18,"cabinet approves rs 11,400 crore national mission on edible oilsoil palm"
"151",2021-08-18,"norways oil fund propelled to 9 return by equities"
"152",2021-08-18,"stocks, oil and forex steady as markets await us fed minutes"
"153",2021-08-18,"oil steadies, delta outbreaks cloud demand prospects"
"154",2021-08-18,"global marketsstocks, oil and forex steady as markets await us fed minutes"
"155",2021-08-18,"oil edges lower as spread of delta variant clouds prospects for demand"
"156",2021-08-18,"from smart toilets to vertical farms, a new vision of how a circular bioeconomy can combat the climate crisis"
"157",2021-08-18,"big oils bid to lure back investors with cash could ultimately fail"
"158",2021-08-18,"tokyo revengers 219 raw scans, release date and predictions spoilers"
"159",2021-08-18,"one piece 1022 spoilers hint at this powerful characters crushing defeat from kaidos allstar"
"160",2021-08-18,"india starts selling oil from strategic reserves after policy shift"
"161",2021-08-17,"oil prices stretch losing streak to a 4th session as demand worries prevail3 min read"
"162",2021-08-17,"oil prices stretch losing streak to a 4th session as demand worries prevail"
"163",2021-08-17,"oil futures settle lower for a 4th session in a row"
"164",2021-08-17,"bharat petroleum scoops up us oil as demand rebounds"
"165",2021-08-17,"saudi exim bank to provide 23bn to nonoil exporters"
"166",2021-08-17,"bhp group bets on lowercarbon world with petroleum exit shares up 98"
"167",2021-08-17,"albertas oil producers hit record output but confront a dim future"
"168",2021-08-17,"chinas yuan eases as geopolitical turmoil hurts fragile sentiment"
"169",2021-08-17,"oil on track for 4day losing streak due to demand worries"
"170",2021-08-17,"malaysian lawmakers to submit prime minister choice amid political turmoil"
"171",2021-08-17,"bhp to merge oil and gas assets with australias woodside"
"172",2021-08-17,"oil pares losses as opec sees no need for supply hikes"
"173",2021-08-17,"bhp bets on lowercarbon world with petroleum exit, potash project"
"174",2021-08-16,"september wti oil loses 115, or 17, to settle at 6729bbl"
"175",2021-08-16,"congress counters oil bonds burden argument of finance minister on fuel prices"
"176",2021-08-16,"fm rules out cut in fuel prices for now, says have to pay for past oil bonds"
"177",2021-08-16,"nirmala sitharaman rules out cut in fuel prices for now, says have to pay for past oil bonds"
"178",2021-08-16,"oil prices sink as china data raises fresh fear about crude demand2 min read"
"179",2021-08-16,"oil prices sink as china data raises fresh fear about crude demand"
"180",2021-08-16,"oil prices sink as china data rings alarm over demand"
"181",2021-08-16,"crude oil prices fall on weak demand outlook, rise in us rig count brent trades near 70bbl"
"182",2021-08-16,"bhp in talks to exit oil and gas business1 min read"
"183",2021-08-16,"bhp edges towards oil and gas exit with woodside merger talks"
"184",2021-08-16,"update 1malaysias political turmoil drives away investors"
"185",2021-08-16,"update 1ftse 100 drops as oil, mining stocks weigh ultra electronics jumps"
"186",2021-08-16,"sector movers oil and mining stocks surge on us stimulus and vaccine hopes"
"187",2021-08-16,"bhp, worlds largest miner, in talks to sell multibillion oil, gas assets"
"188",2021-08-16,"photos show turmoil and panic as taliban enter afghanistans capital kabul"
"189",2021-08-16,"bhp considers sale of 15 billionvalued petroleum business"
"190",2021-08-16,"bhp says it may merge petroleum business with woodside"
"191",2021-08-15,"how solar power can become a small part of big oils future"
"192",2021-08-15,"us coal and oil demand on the rise again in blow to climate goals"
"193",2021-08-15,"taliban show off usmade war spoils in reclaimed spiritual home"
"194",2021-08-14,"russias oil supply set to break covid19 chains, rise to a new record in july 2022 and peak in 2023"
"195",2021-08-14,"big oil blasts biden for going overseas to opec for more crude"
"196",2021-08-14,"rosneft in talks with potential investors in flagship vostok oil project"
"197",2021-08-14,"oil giants turn to startups for lowcarbon energy ideas"
"198",2021-08-14,"secretive israeluae oil deal endangers prized eilat coral diversity"
"199",2021-08-14,"update 8oil dips, little changed on week despite weaker demand forecasts"
"200",2021-08-13,"oil slips but set for weekly gain despite forecast for weaker demand"
"201",2021-08-13,"oil declines, but us prices notch a weekly gain as traders weigh spread of delta variant4 min read"
"202",2021-08-13,"oil declines, but us prices notch a weekly gain as traders weigh spread of delta variant"
"203",2021-08-13,"us oil futures end lower, but eke out a slight gain for the week"
"204",2021-08-13,"big oil blasts biden for turning to opec for more crude"
"205",2021-08-13,"baker hughes data show a weekly jump in us oildrilling rigs"
"206",2021-08-13,"as crude oil breaks 69, traders share their outlook for energys next move"
"207",2021-08-13,"oil prices fall, but cling to weekly gain as traders weigh spread of delta variant"
"208",2021-08-13,"indian oil to install ev charging facility at 100 outlets in maharashtra"
"209",2021-08-13,"us treasury imposes sanctions on alleged oil smuggler, companies linked to irans quds force"
"210",2021-08-13,"us slaps sanctions on oil broker network supporting irans republican guard"
"211",2021-08-13,"oil holds above 70 despite forecasts for weaker demand growth"
"212",2021-08-13,"rosneft secondquarter profit leaps on higher oil prices"
"213",2021-08-13,"oil extends losses as delta variant slows demand recovery"
"214",2021-08-12,"us oil production texas may not be big enough to ram down prices"
"215",2021-08-12,"sturgeon urges johnson to reassess north sea oil project"
"216",2021-08-12,"update 1new yorks pension fund to review oil holdings, axes more coal investments"
"217",2021-08-12,"update 3brazil financial watchdog probes minerva cfo comments that roiled shares"
"218",2021-08-12,"iea cuts oil demand outlook on coronavirus, sees surplus in 2022"
"219",2021-08-12,"gulf oil lubricants q1 profit after tax rises 77 to rs 3035 crore"
"220",2021-08-12,"iea slashes oil demand forecast as delta variant spreads"
"221",2021-08-12,"drivers accelerate oil demand recovery but road ahead may be bumpy"
"222",2021-08-12,"spread of covid19 delta variant knocks oil demand outlook iea"
"223",2021-08-12,"oil prices slip as iea warns of slowdown in global demand recovery"
"224",2021-08-12,"delta variant dents oil demand recovery while opec expects more supply"
"225",2021-08-12,"opec can resist white house call for more oil with us gasoline prices set to drop"
"226",2021-08-12,"white house calls on opec to boost oil production to contain fuel prices"
"227",2021-08-12,"oil prices steady after us call for more oil raises supply concerns"
"228",2021-08-12,"oil rebounds after white house says not calling for us output hike"
"229",2021-08-12,"biden says opec must raise oil output to lower prices for consumers"
"230",2021-08-12,"in a white house tradition, biden takes aim at opec and oil companies as gasoline prices rise"
"231",2021-08-12,"wwf sounds alarm over colossal black sea oil slick"
"232",2021-08-12,"editorial the rising tide markets are booming but high valuations can be a spoilsport"
"233",2021-08-11,"white house encouraged by cpi data, sees some items coming off the boil"
"234",2021-08-11,"oil prices move lower as white house presses opec to boost output"
"235",2021-08-11,"output hikes by major oil producers not enough says white house"
"236",2021-08-11,"gulf oil lubricants india ltd announcement under regulation 30 lodrallotment of esop esps"
"237",2021-08-11,"white house urges opec to boost oil output amid covid19 recovery"
"238",2021-08-11,"white house calls on opec to boost oil production"
"239",2021-08-11,"white house calls on opec to boost oil production as gasoline prices rise"
"240",2021-08-11,"output hikes by major oil producers not enough whouse"
"241",2021-08-11,"oil prices fall 1 as white house presses opec to boost output"
"242",2021-08-11,"update 5oil drops below 70 as us urges opec to pump more"
"243",2021-08-11,"updated oil futures fall on report biden administration will urge opec to boost output"
"244",2021-08-11,"oil futures fall on report biden administration will urge opec to boost output"
"245",2021-08-11,"white house to call on opec to boost oil production as gasoline prices rise"
"246",2021-08-11,"oil falls after white house says opec should boost production"
"247",2021-08-11,"white house to call on opec to boost oil production"
"248",2021-08-11,"oil falls after white house says opec should boost production to support the economic recovery"
"249",2021-08-11,"oil prices hold above 70 as united states demand eases delta fears"
"250",2021-08-11,"fuel demand rebound to drive earnings of oil firms moodys"
"251",2021-08-11,"end of the road for americas oil and gas pipelines"
"252",2021-08-11,"update 3oil holds above 70 as us demand eases delta fears"
"253",2021-08-11,"clash of the edible oil titans adani wilmar and ruchi soya"
"254",2021-08-11,"oil prices up 3 forecast for better us fuel demand feeds rebound"
"255",2021-08-11,"one piece 1022 spoilers tease explosive monster duo battle against formidable allstars"
"256",2021-08-10,"oil rebounds on profittaking as market shrugs off virus impact"
"257",2021-08-10,"softbank pauses china investing as crackdown roils portfolio"
"258",2021-08-10,"canada fx debtcanadian dollar recovers from 2week low as oil rallies"
"259",2021-08-10,"us oil benchmark jumps more than 3 to reverse monday selloff"
"260",2021-08-10,"big oils cognitive dissonance on climate change"
"261",2021-08-10,"dekel posts solid palm oil numbers as cashew project progresses"
"262",2021-08-10,"softbank pauses china investing as tech crackdown roils portfolio"
"263",2021-08-10,"saudi nonoil exports jump 70 percent yearonyear in may to 587bn"
"264",2021-08-10,"global petroleum moves onto next phase at namibia licence"
"265",2021-08-10,"stock futures tread water as investors wait for inflation data, while oil rebounds2 min read"
"266",2021-08-10,"stock futures tread water as investors wait for inflation data, while oil rebounds"
"267",2021-08-10,"tesla stock active, dow futures flat amid focus on fed tapering oil rebounds"
"268",2021-08-10,"oil recovers from threeweek low amid surge in delta variant infections"
"269",2021-08-10,"oil prices slide to 3week low on chinas virus curbs, strong dollar"
"270",2021-08-10,"stocks, oil fell as investors weigh delta spread and us recovery"
"271",2021-08-10,"big oil wants to keep drilling in the north sea backlash is growing in the uk"
"272",2021-08-10,"pm announces rs 11,000 cr plan to make india selfsufficient in edible oil"
"273",2021-08-10,"safe entry station predictmedix inauguration at indian oil corporation iocl"
"274",2021-08-10,"saudi budget deficit narrows by 92 percent with more taxincome, oil sales"
"275",2021-08-09,"update 8oil slides more than 2 on chinas virus curbs, strong dollar"
"276",2021-08-09,"breaking oil ends with 26 loss as china moves to contain delta variant"
"277",2021-08-09,"oil ends with 26 loss as china moves to contain delta variant"
"278",2021-08-09,"wall street wavers as oil slips on growing delta variant worries"
"279",2021-08-09,"oil slides near 3 on china virus curbs and strong dollar"
"280",2021-08-09,"oil prices slide on worries that delta variant will crunch demand"
"281",2021-08-09,"big moves for oil, gold and bonds after blockbuster us jobs report"
"282",2021-08-09,"stock markets mostly lower as virus fears hit oil prices"
"283",2021-08-09,"pm modi announces mission to make india selfsufficient in edible oils"
"284",2021-08-09,"saudi arabias nonoil revenues rise by 31, reaching sr116 billion in q2"
"285",2021-08-09,"wall street and oil slip on growing delta variant worries"
"286",2021-08-09,"oil slides as delta worries dent outlook for asia demand"
"287",2021-08-09,"oil stocks pull sp 500, dow lower as virus fears weigh"
"288",2021-08-09,"oil slides almost 3 on china virus curbs and strong dollar"
"289",2021-08-09,"us stocksoil stocks pull sp 500, dow lower as virus fears weigh"
"290",2021-08-09,"globalmarketsstocks tread water as gold, oil declines spook sentiment"
"291",2021-08-09,"canada stockstsx falls off record high as oil slump hits energy stocks"
"292",2021-08-09,"global marketsglobal stocks tread water as gold slides and oil takes a spill"
"293",2021-08-09,"asia report markets mixed as oil prices take a tumble"
"294",2021-08-09,"oil slides on worries over china delta variant outbreak"
"295",2021-08-09,"oil prices drop over 4 as china steps up efforts to contain delta variant outbreak"
"296",2021-08-09,"oil and bonds are sharply higher while gold fell after a blockbuster us jobs report"
"297",2021-08-09,"what to watch today stock futures slip, oil prices drop"
"298",2021-08-09,"oil prices fall 4 on rising global covid cases, continuing slide"
"299",2021-08-09,"asiapacific markets trade mixed as oil prices tumble more than 3"
"300",2021-08-09,"aramco posts nearly 300 leap in profit as worlds oil demand recovers"
"301",2021-08-09,"oil prices fall 4 on rising global covid cases, continuing slide following worst week since october"
"302",2021-08-09,"stock markets lower as virus fears hit oil prices"
"303",2021-08-09,"one piece 1022 raw scans, spoilers, release date, predictions and more"
"304",2021-08-09,"stocks fall as wall street boosts bets on fed tapering and oil prices slide"
"305",2021-08-09,"exxon mobil stock leads oil sector decline as crude tumbles on softer demand"
"306",2021-08-09,"as opec output and oil demand shift, traders turn to micro futures"
"307",2021-08-09,"saudi gdp returns to yearonyear growth in q2 as nonoil economy booms"
"308",2021-08-09,"saudi aramco leads big oil in profits, beats expectations"
"309",2021-08-09,"aramco to continue paying current dividends as oil majors increase yields"
"310",2021-08-09,"oil slides 4 percent on china virus curbs and climate warning"
"311",2021-08-08,"cenovus chief urges trudeau to pay for greening of canadas oil sands"
"312",2021-08-07,"saudi arabia to drive oil and gas production increases this decade as majors remain wary fitch"
"313",2021-08-07,"chinas crude oil imports rebound as state refiners return from overhauls"
"314",2021-08-07,"oil heads for biggest weekly loss this year on delta variant concerns"
"315",2021-08-07,"royal dutch shell has the most potential of any big oil stock heres why"
"316",2021-08-07,"oil ministry launches sixth bid round of open acreage licensing programme"
"317",2021-08-06,"us oil futures end lower, book sharpest weekly slump in 9 months as us dollar rallies"
"318",2021-08-06,"us crude oil ends 12 lower friday and logs steepest weekly skid since october"
"319",2021-08-06,"why this former nyse trader is still positive on oil"
"320",2021-08-06,"update 6oil prices dive, head for big weekly loss on demand worries"
"321",2021-08-06,"crude oil prices jump on rising middle east tension wti reclaims 70bblmark"
"322",2021-08-06,"oil prices steady, but set for big weekly loss on demand worries"
"323",2021-08-06,"oil rises but still set for weekly loss on demand worries"
"324",2021-08-06,"irans behavior threatens global peace, says g7 condemning recent attack on oil tanker"
"325",2021-08-06,"update 1us oil heads for largest weekly loss since oct as delta variant fans demand worries"
"326",2021-08-06,"global marketswall street pushes stocks, oil higher ahead of jobs report"
"327",2021-08-06,"wall street pushes stocks, oil higher ahead of jobs report"
"328",2021-08-06,"bengali what happened to all that oil market tightness"
"329",2021-08-06,"oil prices rise over 1 percent as fresh virus curbs threaten demand recovery"
"330",2021-08-05,"global markets wall street pushes stocks, oil higher on promising data"
"331",2021-08-05,"global marketswall street pushes stocks, oil higher on promising data"
"332",2021-08-05,"wall street pushes stocks, oil higher on promising data"
"333",2021-08-05,"crude oil price slips on rise in us inventory, demand worries brent trades above 70 a barrel"
"334",2021-08-05,"oil prices fall on us crude stock build, covid19 delta variant spread"
"335",2021-08-05,"tokyo revengers 218 raw scans, release date and predictions spoilers"
"336",2021-08-05,"prices of pulses decline on stock limits edible oil still rising"
"337",2021-08-05,"oil producers used facebook to counter president bidens clean energy message, a study shows"
"338",2021-08-05,"exglencore trader pleads guilty in oil bribery case"
"339",2021-08-04,"us will review oil and gas leasing program in alaska refuge"
"340",2021-08-04,"energy stocks look cheap if oil prices are an indicator"
"341",2021-08-04,"incident with multiple tankers in gulf of oman raises concerns in oil market"
"342",2021-08-04,"stocks rebound, oil slips as chinese concerns linger"
"343",2021-08-03,"oil prices extend drop as covid spread stokes demand worries"
"344",2021-08-03,"alibaba earnings down as china tech giants face turmoil"
"345",2021-08-03,"stocks struggle, oil slips as chinese concerns linger"
"346",2021-08-03,"bahri profit falls 93 percent in h1 as oil transport revenue slumps"
"347",2021-08-03,"gcc chief condemns attack on oil tanker off omans coast"
"348",2021-08-03,"oil giant bp ups dividend and confirms share buybacks as it posts betterthanexpected profit"
"349",2021-08-03,"crude oil prices slip, rebound runs out of steam on demand worries"
"350",2021-08-03,"oil prices rebound, but fuel demand concerns cap gains"
"351",2021-08-03,"charts show sp 500 may toil in august while gold looks to rally, cramer says"
"352",2021-08-03,"how language in the infrastructure bill could roil the crypto markets"
"353",2021-08-03,"oil prices, dow fall as markets grapple with latest covid19 resurgence"
"354",2021-08-02,"risky us loans face pushback from investors spoilt for choice"
"355",2021-08-02,"oil search accepts santos merger offer to form top 20 oil company"
"356",2021-08-02,"global marketswall street set to open higher oil hit by china demand concerns"
"357",2021-08-02,"global marketseuropean shares climb higher oil hit by china demand concerns"
"358",2021-08-02,"crude oil prices slump 132 on slow economic recovery in china, rise in output money managers raise net long position"
"359",2021-08-02,"oil ends more than 3 lower after weaker china, us economic readings"
"360",2021-08-02,"goldman says buy these quality stocks as fed uncertainty roils markets"
"361",2021-08-02,"stocks rebound, but oil drops on chinese pmi data"
"362",2021-08-02,"tokyo revengers 217 spoilers takemichis vision and sanzus real intention"
"363",2021-08-02,"one piece 1021 raw scans, release date and predictions spoilers"
"364",2021-08-02,"oil prices hit by concern over chinese economy and higher supply"
"365",2021-08-02,"fugitive sandesara brothers supplying oil via uk companies"
"366",2021-08-02,"saudi arabias net foreign assets rebound from 10year low on higher oil sales"
"367",2021-08-02,"us vows collective response over oil tanker attack"
"368",2021-08-01,"saudi authorities foil attempt to smuggle over 87m captagon pills at jeddah islamic port"
"369",2021-07-31,"developer warns against halo infinite campaign spoilers"
"370",2021-07-31,"gulf stocks buoyed by oil prices as emerging markets hammered on china"
"371",2021-07-31,"hindustan oil set to turn a discovered small field success story"
"372",2021-07-31,"israel blames iran over lethal attack on oil tanker off oman"
"373",2021-07-31,"oil ministry holds investor meet for dsfiii, with 32 areas up for bidding"
"374",2021-07-31,"centre approves 100 fdi in psu oil companies, paves way for bpcl selloff"
"375",2021-07-31,"ksa, uae reach compromise on supply, as oil dips on chinas crude imports"
"376",2021-07-31,"psa you might want to avoid the gobs of halo infinite spoilers microsoft just leaked"
"377",2021-07-30,"crude oil prices rise on increasing demand, tight supplies brent trades near 75 a barrel"
"378",2021-07-30,"indian oil reports 174 spike in q1 consolidated net at rs 6,10969 cr"
"379",2021-07-30,"big oil companies, back in the money, keep spending tight"
"380",2021-07-30,"us oil giants to keep a lid on spending even as profits surge"
"381",2021-07-30,"two dead in attack on israellinked oil tanker off oman"
"382",2021-07-30,"exxon mobil stock slides after earnings beat, oil revenue surge"
